"id";"unique_id";"name";"strasse_nr";"plz";"art";"angebot";"lieferung";"beschreibung_lieferangebot";"selbstabholung";"angebot_selbstabholung";"fon";"w3";"mail";"montag";"dienstag";"mittwoch";"donnerstag";"freitag";"samstag";"sonntag"
"2094";"715";"Walhalla";"Krefelder Straße 6";"10555";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Internationale Küche";"FALSCH";"";"WAHR";"täglich von 12:00 - 14:00h  und  17:00 - 20:00h anrufen - bestellen - abholen";"+49303933039";"https://www.walhalla-berlin.de";"kontakt@walhalla-berlin.de";"12:00-14:00 & 17:00-20:00";"12:00-14:00 & 17:00-20:00";"12:00-14:00 & 17:00-20:00";"12:00-14:00 & 17:00-20:00";"12:00-14:00 & 17:00-20:00";"12:00-14:00 & 17:00-20:00";"12:00-14:00 & 17:00-20:00"
"48";"16";"MAYAHUEL:tequilaverkostung und mehr";"Jagowstraße 22";"10555";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Diverse Angebot";"FALSCH";"";"FALSCH";"";"+491629892331";"https://www.mayahuel.de";"";"";"";"";"";"";"";""
"3660";"1248";"YA-MAN Caribbean Soul Food";"Gotzkowskystraße 17";"10555";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Jamaikanische Soulfood, Jerk Chicken, Ackee&Saltfish, Ackee-Plate(vegetarisch/vegan)";"FALSCH";"";"WAHR";"Vorbestellung von 15-20 Uhr unter 0173-7206249, Abholung von 16-21 Uhr in der Gotzkowskystraße 17 in Moabit.";"+491737206249";"https://www.ya-man.info";"info@ya-man.info";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00";"16:00-21:00"
"2916";"995";"Lal Haweli";"Alt-Moabit 51";"10555";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Indische Speisen";"WAHR";"";"WAHR";"";"+493039905626";"";"";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00";"12:00-23:00"
"1134";"391";"Eduardo Sieber";"levetzowstraße 13A";"10555";"Anderes (bitte bei der nächsten Frage beschreiben)";"Digital Marketing und Web Entwicklung";"WAHR";"";"FALSCH";"";"+491797260440";"https://siebweb.com";"";"08:00-20:00";"08:00-20:00";"08:00-20:00";"08:00-20:00";"08:00-20:00";"08:00-20:00";""
"1983";"677";"TROMMLER";"Jagowstraße 40";"10555";"Anderes (bitte bei der nächsten Frage beschreiben)";"alles für Kinder und kleine Geschenke auch für Erwachsene";"FALSCH";"";"WAHR";"Bestellung per Mail oder während der Abholzeiten auch telefonisch. Für Vorschläge schicke ich gerne auch 1-2 Fotos.";"+49303917222";"https://www.trommler.org";"mail@trommler.org";"12:00-16:00";"12:00-16:00";"14:00-18:00";"12:00-16:00";"12:00-16:00";"11:00-14:00";""
"264";"89";"Asiagourmet";"Europaplatz 1";"10557";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Panasiatische Küche";"FALSCH";"";"WAHR";"Im Hauptbahnhof haben wir aktuell von 12:00 bis 22:00 Uhr geöffnet";"+49305480084214";"https://asiagourmet.de";"";"11:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00"
"2379";"812";"BURGER KING DEUTSCHLAND GMBH";"Straße des 17.Juni 100";"10557";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"WAHR";"https://www.burgerking.de/menu";"";"https://www.burgerking.de/menu";"";"";"";"";"";"";"";""
"1707";"585";"Hug & Grow";"Kirchstraße 20";"10557";"Mode / Bekleidung";"Ökologische Kleidung für Babys & Kinder, Stoffwindeln, Tragen, Kinderschuhe, Spielzeug & alles rund um liebevolle Elternschaft.";"WAHR";"";"FALSCH";"";"+493075569769";"https://www.hug-and-grow.de/";"hallo@hug-and-grow.de";"10:00-14:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"11:00-16:00";""
"1071";"370";"EasyCookAsia";"Birkenstreet 22";"10559";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Authentic Asian cook box delivered straight to your home with culture and story. (Korean, Japanese, Chinese, Indian, Singaporean, Thai.. much more...)";"WAHR";"We can deliver all the area in Berlin";"FALSCH";"";"+491628463095";"https://www.easycookasia.de";"";"";"";"";"";"";"";""
"2682";"914";"Kapitel 21";"Lehrter Straße 55";"10559";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"premixed Cocktails, hausgemachter Mexikaner, Negroni und unser ""Berlin Island Gin""";"WAHR";"Lieferungen im Umkreis von 2 km (Moabit, Wedding, Mitte) mittwochs und samstags 16 - 20Uhr. Vorbestellung & Beratung unter 01631570870";"WAHR";"Abholung donnerstags & freitags 16 - 20 Uhr möglich. Vorbestellung unter 01631570870 möglich";"+4917661606395";"http://kapitel21.de/";"info@kapitel21.de";"";"";"";"";"";"";""
"3309";"1130";"Kaffee Bärlin";"Alt-Moabit 120";"10559";"Haushalt";"Kaffeemaschinen";"WAHR";"Online-Versand";"WAHR";"Nach Bestellung ist eine Abholung möglich";"+493020097222";"https://www.kaffee-baerlin24.de";"info@kaffee-baerlin24.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"09:00-13:00";""
"2568";"876";"RACE RUNNER";"Haubachstraße 6";"10585";"Anderes (bitte bei der nächsten Frage beschreiben)";"Lauf- und Schwimmladen";"WAHR";"Lieferungen im vericherten DHL-Paket";"WAHR";"Abholwunsch bitte telefonisch mitteilen oder im online-Shop angeben";"+493033091368";"https://www.race-runner.de/";"RaceBase@race-runners.de";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";""
"1299";"448";"Hamburger Laden";"Zillestraße 71";"10585";"Anderes (bitte bei der nächsten Frage beschreiben)";"Berufsbekleidung,Segelbekleidung, Freizeitkleidung";"WAHR";"Bestellung per Mail";"WAHR";"Bei Abholung Wunschartikel per Mail erfragen";"+49303417044";"https://www.hamburger-laden.de";"info@hamburger-laden.de";"09:30-18:00";"09:30-18:00";"09:30-18:00";"09:30-18:00";"09:30-18:00";"10:00-14:00";""
"2592";"884";"Clara Vere";"Spielhagenstraße 3";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Deutsch/ Österreichische Küche und Weine";"FALSCH";"";"WAHR";"Tagesangebot von 13.00 bis 19.00 Uhr zur Abholung. Angebote unter unserer Webseite.";"+493061287300";"https://www.clara-vere.de";"mb@clara-vere.de";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00"
"1830";"626";"ABE-Minuth GmbH";"Kaiser-Friedrich-Straße 7";"10585";"Anderes (bitte bei der nächsten Frage beschreiben)";"Computertechnik, Bürotechnik, Druck und Kopiertechnik und Zubehör";"WAHR";"";"WAHR";"Notversorgung für Ärzte und Vertragskunden";"+49303450640";"https://www.abe-minuth.de";"info@abe-minuth.de";"08:00-17:00";"08:00-17:00";"08:00-17:00";"08:00-17:00";"08:00-17:00";"";""
"819";"281";"Restaurant Galija am Schloss";"Otto-Suhr-Allee 139";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Kroatisch - Deutsche Küche";"WAHR";"";"WAHR";"";"+49303417041";"https://www.galija-am-schloss.de";"info@galija-am-schloss.de";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00"
"3435";"1173";"Trattoria Rathaus Piazza";"Otto-Suhr-Allee 96";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Pasta";"FALSCH";"";"WAHR";"Pizza, Pasta";"+493034806995";"https://m.facebook.com/rathaus.piazza/";"";"";"";"";"";"";"";""
"3495";"1192";"Vini Pozzolini";"Gierkezeile 1";"10585";"Getränkemarkt";"Italienische Weine, Olivenöl und mehr";"WAHR";"";"WAHR";"";"+491748407021";"https://vinipozzolini.de";"vinipozzolini@outlook.com";"";"13:00-18:00";"13:00-18:00";"13:00-18:00";"13:00-18:00";"11:00-14:00";""
"2478";"846";"Wilhelm Hoeck";"Wilmersdorfer Straße 149";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Deutsche Küche";"WAHR";"Wir liefern im Umkreis von 3km";"WAHR";"Bestellungen können online abgegeben werden und ein paar Minuten später abgeholt werden.";"+493034509849";"https://menu.happz.de/l/wilhelm-hoeck-1892";"office@mets-gastro.de";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00"
"198";"66";"CAFÉ KUNST GENUSS";"Fritschestraße 68";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Bester Kaffee und hausgemachte Kuchen und Torten im außer HAUS VERKAUF - GERNE TORTEN AUF VORBESTELLUNG";"FALSCH";"";"WAHR";"Bester Kaffee und hausgemachte Kuchen und Torten im außer Haus Verkauf - Torten gerne auf Vorbestellung";"+491637779227";"https://www.cafe-kunst-genuss.de";"cafe@cafe-kunst-genuss.de";"";"";"";"";"12:00-17:00";"12:00-17:00";"12:00-17:00"
"210";"70";"Natural'Mente - Makrobiotik Gastronomie GmbH";"Schustehrusstraße 26";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Makrobiotischer Mittagstisch, Misosuppe u.a.";"WAHR";"Lieferungen für Charlottenburg-Wilmersdorf, Schöneberg, Steglitz, Zehlendorf";"WAHR";"Bestellungen mit Fax 030-3470 3071 oder e-Mail bis 07:00 Uhr des Tages. Abholen ab 12:30 Uhr";"+49303414166";"https://www.naturalmente.de";"natural.mente@t-online.de";"12:00-15:30";"12:00-15:30";"12:00-15:30";"12:00-15:30";"12:00-15:30";"";""
"2808";"958";"Thai Restaurant Kien-du-kiang-thong";"Kaiser-Friedrich-Straße 89";"10585";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Thailändische Speisen, hausgemachter Thaicurry,";"FALSCH";"";"WAHR";"Bitte telefonischen Kontakt aufnehmen und Abholzeit individuell absprechen. Auch unter 0163 3827514";"+49303411447";"https://www.kien-du.de";"kien-du@arcor.de";"";"16:00-20:00";"16:00-20:00";"16:00-20:00";"16:00-20:00";"16:00-20:00";"16:00-20:00"
"1866";"638";"GRAVIS Computervertriebsgesellschaft mbH";"Ernst-Reuter-Platz 8";"10587";"Anderes (bitte bei der nächsten Frage beschreiben)";"Apple Produkte, Smarthome, Digital Lifestyle, Smartphone, Computer, Mac, Laptops, Notebooks, Zubehör, iPhone, iMac, Reparatur, iPad, MacBook, Watch, Air, iMac, Monitore, DSL, Handyverträge, Click & Collect, Finanzierung, Mieten";"WAHR";"Unsere aktuellen Liefergebiete werden auf unsere Webseite veröffentlicht";"WAHR";"Bestellungen auf der Webseite können nach ca. 2 Stunden in der Filiale zu den auf der Webseite veröffentlichten Abholzeiten in Empfang genommen werden";"+493039022222";"https://www.gravis.de";"marketing@gravis.de";"10:00-12:00 & 15:00-17:00";"10:00-12:00 & 15:00-17:00";"10:00-12:00 & 15:00-17:00";"10:00-12:00 & 15:00-17:00";"10:00-12:00 & 15:00-17:00";"";""
"2436";"831";"Rahaus Country";"Franklinstraße 12-14";"10587";"Möbel";"Das Rahaus Loft & Country Möbelhaus residiert in den historischen Gebauer-Höfen in einem charmante Ziegelsteingebäude und bietet so einen exklusiven Rahmen für modernen Lifestyle, gemütlichen Landhaus-Stil und angesagten Vintage-Look. Von Lampen über Sofas bis hin zu Betten finde";"WAHR";"Lieferungen innerhalb Berlins sind möglich";"WAHR";"Kontaktloses Abholen Ihrer Möbel am Zentrallager ist möglich";"+493999480";"https://www.rahaus.de";"country@rahaus.de";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";""
"324";"109";"Kantine im Atrium";"Kaiserin Augusta Allee 31";"10589";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Regionale Küche";"FALSCH";"";"WAHR";"Selbstabholung zwischen 11:30-14:30 Uhr";"+493065839897";"https://www.kantine-im-atrium.de";"info@thamm-catering.de";"11:30-14:30";"11:30-14:30";"11:30-14:30";"11:30-14:30";"11:30-14:30";"";""
"2643";"901";"Beer Unterhaltungselektronik";"Herschelstraße 3";"10589";"Anderes (bitte bei der nächsten Frage beschreiben)";"HiFi Fachgeschäft Unterhaltungselektronik";"WAHR";"bundesweite Lieferung";"WAHR";"Terminabholung vereinbaren";"+493034346617";"https://www.horch-und-guck.de/";"info@horch-und-guck.de";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"10:00-16:00";"";""
"1506";"517";"Teppichland Showroom Berlin";"Lise-Meitner-Straße 39-41";"10589";"Anderes (bitte bei der nächsten Frage beschreiben)";"Teppiche - Teppichboden -  PVC - Designbelag - Laminat - Tapeten";"WAHR";"Berlin und Umland nach Anfrage";"WAHR";"Teppichboden Teppichfliesen Sisal-Laüfer";"+493037025000";"https://www.teppichlandshowroom.berlin";"info@teppichlandshowroom.berlin";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";""
"3051";"1042";"Nguyen Imbiss Asiatische Spezialitäten";"Tauroggener Straße 03";"10589";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"vietnamesisch, chinesisch, thailändisch";"WAHR";"";"WAHR";"";"+49303454565";"http://www.nguyenimbiss.de";"mail@nguyenimbiss.de";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"";"12:00-22:00"
"3075";"1050";"HARTOG";"Knesebeckstraße 68";"10623";"Mode / Bekleidung";"Nordisches Design seit 1936";"WAHR";"Lieferung im Berliner Ring";"WAHR";"Abholtermin bitte vorab per Email klären. Möglich von Mo-Sa.";"+49308837929";"https://hartog-berlin.de/";"info@hartog-berlin.de";"10:00-19:00";"10:00-19:00";"10:00-19:00";"10:00-19:00";"10:00-19:00";"10:00-17:00";""
"261";"88";"east Restaurant Grolmanstraße21";"Grolmanstraße 21";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Chinesische Spezialitäten frische Gemüse, Dimsum und Hummer";"FALSCH";"";"WAHR";"Gern erfüllen wir Ihnen alle Wünsche! Hummer; Muschel und andere Chinesischen Küche! Bestellungen kann Mo bis Fr 12 bis 14 abgeholt werden.";"";"https://www.east-restaurant.de";"info@east-restaurant.de";"12:00-14:00";"12:00-14:00";"12:00-14:00";"12:00-14:00";"12:00-14:00";"";""
"1800";"616";"Ipoint";"Kantstraße 142";"10623";"Anderes (bitte bei der nächsten Frage beschreiben)";"Smartphone Reparatur";"WAHR";"";"WAHR";"Wenn ihr Smartphone kaputt ist rufen sie uns gerne an wir kommen ihr defektes Gerät abholen reparieren es und bringen es wieder zurück";"+493031808237";"https://www.ipointstore.de";"kontakt@ipointstore.de";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-18:00";"10:00-17:00";""
"3345";"1142";"Frau Frieda";"Bleibtreustraße 17";"10623";"Mode / Bekleidung";"LUXURY BAGS & ACCESSOIRES";"WAHR";"Wir verschicken mit der Post";"WAHR";"";"";"https://www.fraufrieda.com";"office@fraufrieda.com";"";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-16:00";""
"1815";"621";"Philomenis greek delicious";"Knesebeckstraße 97";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Griechische, mediterrane und vegane Speisen, griechische Ölivenöle und Spirituosen, Vorspeisen, Salate, Eingelegtes. Kuchen und Torten auch glutenfrei. Schokoladen und Pralinen";"FALSCH";"";"WAHR";"";"+493031802507";"";"";"11:30-18:30";"11:30-18:30";"11:30-18:30";"11:30-18:30";"11:30-18:30";"11:30-18:00";""
"792";"271";"KLX - Koshary Lux";"Grolmanstraße 27";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Street Food aus Nordafrika und dem Mittleren Osten";"WAHR";"Unser Liefergebiet liegt im Umkreis von 7 km vom Savignyplatz in Charlottenburg entfernt. Bestellen bitte über https://klx-kosharylux.com/ Wir liefern Mo – Fr von 12:00 – 16:00 Uhr und von 18:00 – 21:00.";"WAHR";"Ihr wollt Euer Essen selbst abholen? Macht eine Take-away Vorbestellung. Abholung 30 Minuten nach Eurer Vorbestellung innerhalb unserer Öffnungszeiten (Mo – Fr, 12:00 – 16:00 Uhr).";"+493081406190";"https://klx-kosharylux.com/";"info@klx-kosharylux.com";"12:00-16:00";"12:00-16:00";"12:00-16:00";"12:00-16:00";"12:00-16:00";"";""
"1560";"535";"Apotheke Carmer-7";"Carmerstraße 7";"10623";"Gesundheit";"Apotheke";"WAHR";"Wie liefern in Charlottenburg, Wilmersdorf, Schöneberg und Tiergarten am selben Tag nach Bestellung, wenn die Ware vorrätig ist";"WAHR";"Die Ware kann nach Lieferzusage am gleichen Tag abgeholt werden";"+493031809444";"https://www. apotheke-carmer-7.de";"post@aportheke-carmer-7.de";"09:00-13:00 & 14:00-19:00";"09:00-13:00 & 14:00-19:00";"09:00-13:00 & 14:00-19:00";"09:00-13:00 & 14:00-19:00";"09:00-13:00 & 14:00-19:00";"09:00-14:00";""
"2850";"973";"Kant Floristik";"Kantstraße 154";"10623";"Blumenladen";"Blumenfachgeschäft, Ausbildungsbetrieb und moderne Floristik";"WAHR";"Lieferungen innerhalb Berlins";"WAHR";"Heute bestellen und morgen abholen";"+49303125313";"https://www.kantfloristik.de";"kantfloristik@web.de";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"08:00-18:00";"09:00-14:00";""
"3363";"1148";"Schropp";"Hardenbergstraße 9a";"10623";"Buchhandlung";"Landkarten, Reiseführer, Posterkarten, Globen, Wanderkarten und -führer, Fahrradkarten und -führer";"WAHR";"Unsere aktuellen Liefergebiete werden auf unserer Webseite veröffentlicht";"WAHR";"";"+493023557320";"https://www.schropp.de";"landkarten@schropp.de";"11:00-14:00";"11:00-14:00";"11:00-14:00";"11:00-14:00";"11:00-14:00";"12:00-15:00";""
"1578";"541";"Trattoria Tatou";"Kantstraße 16";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienische Küche";"WAHR";"Charlottenburg, Wilmersdorf, Schöneberg,";"WAHR";"Alle Italienischen Gerichte";"+493030831234";"https://www.trattoria-tatou.de";"info@cafe-tatou.de";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00"
"1584";"543";"Dicke Wirtin";"Carmerstraße 9";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Deutsche Küche";"WAHR";"Unser aktuelles Liefergebiet finden Sie auf unsere Webseite.";"WAHR";"Ab sofort können Sie täglich in der Zeit von 12 Uhr – bis ca. 19.30 Uhr bei uns Essen bestellen. Abholung vor Ort oder kontaktlose Lieferung in unserem Einzugsbereich sind möglich.";"+49303124952";"https://dicke-wirtin.de/";"post@dicke-wirtin.de";"12:00-19:30";"12:00-19:30";"12:00-19:30";"12:00-19:30";"12:00-19:30";"12:00-19:30";"12:00-19:30"
"306";"103";"Good Friends";"Kantstraße 30";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Chinesisch";"WAHR";"Lieferung ab 20€ Bestellwert in Umkreis vom 5km";"WAHR";"";"+49303132659";"https://www.goodfriends-berlin.de";"info@goodfriends-berlin.de";"12:00-20:30";"12:00-20:30";"12:00-20:30";"12:00-20:30";"12:00-20:30";"12:00-20:30";"12:00-20:30"
"579";"194";"Restaurant Kitchen Library";"Bleibtreustraße 55";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"wöchentlich wechselndes Angebot an vakuumierten Speisen zu mitnehmen und Zuhause erwärmen.";"FALSCH";"";"WAHR";"Unsere Speisen müssen per Mail oder über Facebook vorbestellt werden und können jeweils mittwochs und sonntags zwischen 14:00 und 18:00 Uhr bei uns abgeholt werden.";"+49303125449";"https://www.kitchen-linrary.de";"contact@kitchen-library.de";"";"";"14:00-18:00";"";"";"";"14:00-18:00"
"327";"110";"Viniculture GmbH";"Grolmanstraße 44-45";"10623";"Getränkemarkt";"Naturweine, Gastro-Beratung, Lieferservice";"WAHR";"Wein, Schaumwein, Spirituosen";"WAHR";"Wein, Sekt, Spirituosen, Olivenöl, Essig, AFG";"+49308838174";"https://www.viniculture.de";"bestellung@viniculture.de";"13:00-18:00";"13:00-18:00";"13:00-18:00";"13:00-18:00";"13:00-18:00";"13:00-18:00";""
"2136";"729";"Calcutta Restaurant";"Bleibtreu Straße 17";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Indische Küche";"WAHR";"Lieferung in Radios von 3 km";"WAHR";"";"+49308836293";"https://www.calcutta-berlin.de";"info@calcutta-berlin.de";"17:00-21:00";"";"";"";"";"";""
"93";"31";"Cafeteria Amalie";"Fasanenstraße 1 B";"10623";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"wechselnde Tagesgerichte";"WAHR";"Lieferungen im Umkreis von 5 km nach Absprache";"WAHR";"Bestellungen bis 10.30 Uhr, Abholung zwischen 12 und 15 Uhr";"+4917662164712";"https://www.josephs-udk.de";"josephs.udk@gmail.com";"11:00-15:00";"11:00-15:00";"11:00-15:00";"11:00-15:00";"11:00-15:00";"";""
"1887";"645";"media@home King Music";"Uhlandstraße 20";"10623";"Anderes (bitte bei der nächsten Frage beschreiben)";"Unterhaltungselektronik, HiFi, TV, Smart Home";"WAHR";"kostenlose Lieferung in Berlin und Umland bis 50km";"WAHR";"Beratung und Bestellanahme per Telefon und Mail oder Webshop";"+493088550600";"https://www.mediaathome.de/berlin-king-music/";"info@king-music.de";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-16:00";""
"2430";"829";"Rahaus Living";"Kantstraße 151";"10623";"Möbel";"Auf 2 Etagen finden Sie die neuesten Interieur-Trends in einem aufregenden Mix mit zeitlosen Design-Klassikern. Auf der Suche nach ausgefallenen und modernen Möbeln in Berlin sind Sie in unserem „Rahaus Living“ Möbelhaus genau richtig. Von Lampen über Sofas bis hin zu Betten find";"WAHR";"Lieferungen innerhalb Berlins sind möglich";"WAHR";"Kontaktloses Abholen Ihrer Möbel ist am Zentrallager möglich";"+493132100";"https://www.rahaus.de";"living@rahaus.de";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";"10:00-17:00";""
"1410";"485";"autorenbuchhandlung berlin";"Else-Ury-Bogen 599-601";"10623";"Buchhandlung";"Belletristik, Kinderbücher, English Books, Lyrik, Politik, Zeitgeschehen, Geisteswissenschaften, Biografien";"WAHR";"Per DHL deutschlandweit, in den PLZ-Gebieten 10623, 10625, 10629, 10707 und 10719 auch per Fahrradkurier.";"WAHR";"Wir haben zur Zeit von 11:oo bis 18:oo geöffnet.";"+49303130151";"https://autorenbuchhandlung.buchkatalog.de";"order@autorenbuchhandlung.com";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";""
